SOURCE,DESTINATION
14114,3368
19018,2931
39168,38390
12039,15166
43348,39549
7519,16899
15886,3714
38714,25379
2658,10670
21506,258
8644,6434
12734,33925
16927,34565
40847,23836
40113,12789
17431,31164
378,5063
17864,38849
38911,36101
17665,42717
5036,15581
18794,12526
13267,14673
18394,39252
3806,23765
44820,943
16260,36518
10109,4304
13603,5790
665,7676
19212,21149
1933,42855
19127,35003
25336,34276
4589,45286
22023,27207
2227,31376
21909,20524
22331,18772
36144,22505
28969,16506
32420,23715
41188,32209
30030,2116
39795,8067
35293,7551
43420,19510
15596,39786
45816,36783
42501,2315
43395,16423
19247,9687
27499,10204
7294,17051
9772,16366
24794,13133
26263,46925
19453,37513
34745,33220
40930,42400
9924,25458
5383,6771
883,13918
39812,8961
4318,2716
18400,11667
37676,29856
43426,1165
30926,10372
23,21172
25261,27641
16102,27101
26157,30299
34932,6822
1448,8482
39113,9975
28476,7430
21640,5339
45977,4071
8277,40423
25494,15054
44594,25178
7282,39386
33848,14749
47029,154
26487,22659
10450,31984
29400,34459
12977,11962
11853,47178
38371,46261
43188,39222
6241,8167
17020,28280
20514,42656
40970,24222
6255,27614
19295,19524
28841,2511
5176,42001
29867,15541
13010,21031
6289,30110
39506,12276
18658,45494
41818,24905
27349,41027
29592,26142
42789,11922
5772,22830
42944,36977
37286,43085
40824,15753
2039,707
20558,1717
24925,16808
35458,19161
5797,33063
6623,37645
27695,33795
17003,607
13855,7782
23340,24591
3964,47013
14699,36642
5259,10043
2696,27228
19121,34693
3657,23249
10418,3188
37386,31426
4040,17373
35947,41302
1793,6906
16124,24220
10083,29236
26918,9831
4972,29556
17214,2216
30490,31888
7130,45018
12071,38678
20419,8570
28874,42703
44137,12710
4707,9652
43802,13394
30051,16997
14353,11236
23372,1647
18827,1784
8400,39599
5517,7932
151,21907
28925,44187
19805,25470
18347,27417
4449,30481
23779,43531
16637,14351
45219,44528
44039,27179
37487,20943
40229,22387
17354,10162
24764,38598
17421,3475
35239,6316
15020,15860
22690,7620
7124,43818
4122,44951
32901,13743
31821,14969
29864,37119
6018,36185
9749,23779
29715,23899
40316,10697
40671,304
34881,5867
16368,22658
26865,15973
33983,36039
38470,43372
35686,44590
17875,35448
11692,46587
7976,20673
18517,45832
4011,16035
31344,8994
13489,32507
2267,33737
34630,15438
29880,45335
23266,45835
12160,31843
34489,39857
38053,11118
28521,30665
321,22238
45431,26104
34942,1346
30036,32723
384,20103
10332,41915
23336,4639
2300,25105
46882,1963
6105,34780
34720,15236
43024,39160
41382,3019
46038,19167
32272,31451
32505,31162
25582,27604
7280,29240
39199,2728
17749,46385
33955,1766
30139,38342
15333,20734
40202,43606
21452,9780
9339,31943
32561,38210
30939,30755
38313,39765
9219,4453
46418,5568
44565,1356
14255,13262
501,19422
32601,39174
31892,21417
35008,43826
39604,5170
44638,13104
16971,42398
15318,34208
1904,30196
46869,44075
12435,9282
18491,15732
28970,45023
17775,21040
15391,17831
32128,43619
8429,23019
43222,31026
3677,21506
44184,35125
14078,35909
7292,5302
46831,10041
1133,23529
2701,18130
38324,26845
37551,18057
5713,11950
34562,30137
3377,34461
26623,44518
9061,34381
11621,26136
16167,29749
33586,21027
9986,12374
44931,15938
30083,38906
9080,2602
42436,44240
7522,19667
34816,31948
28068,37572
563,13538
7816,29205
25158,44567
20473,13392
19081,46283
4898,8867
22130,5868
25335,45815
37932,44365
36969,10717
3366,22316
29709,19438
17735,26043
3209,3970
46568,21749
1371,20540
29734,41986
10437,16484
19443,14877
33524,11917
3140,22798
14972,28563
19519,124
23701,37619
20327,22296
25027,34646
27746,36224
2798,34891
31172,13466
35022,32316
22488,42169
11706,23106
21541,38157
18262,14163
36154,45244
23122,28974
42455,44570
46499,47108
14236,23877
18072,43977
41509,38127
24868,19586
3306,4227
41217,3220
12614,12539
5121,13304
41254,12119
6356,295
14402,19031
22000,3987
39194,42042
2442,25504
26203,31676
13131,16843
19132,18279
9055,7961
33265,27688
43597,26884
21525,40338
10493,10467
46416,7394
32721,31530
27751,34140
45979,34976
32073,42673
21522,18891
31142,842
18206,10371
23322,44137
37598,27455
8568,32597
10402,46341
45521,26284
21357,34487
9924,43469
19360,38307
7807,32439
16381,4331
23983,9915
20138,40388
26274,41390
8043,10282
22191,37307
26944,5848
27131,30370
42949,30236
3945,25157
1347,40469
9060,14020
20235,3741
6040,15686
17316,45325
19921,16559
24612,46993
42201,40210
31749,41675
16112,16659
21608,43935
22422,1811
9726,8787
12646,25023
29567,39668
23792,41284
19723,43235
33982,20482
19494,33882
36591,19574
8004,24059
32034,26543
45749,9763
13284,9288
37255,24641
18012,4442
34400,29294
35615,27059
9857,46794
17767,2470
21220,27198
41757,30075
44208,35657
8180,24225
21701,27890
11950,30302
35395,4420
38418,25740
33662,31592
21216,27919
40950,35404
33840,11557
172,28943
8462,39363
41686,11307
14277,39428
42092,1965
39794,38494
2416,1071
10922,26027
10092,17296
9840,45373
25276,7396
33421,8609
1837,17351
11091,43036
43285,21311
17460,869
19802,41358
41538,25737
18133,44261
3163,5627
41949,41819
24581,47044
12478,44511
46241,30319
31408,15391
3798,28062
28031,474
21662,1457
3504,25070
19230,29896
24630,42134
35520,44642
8840,23333
19745,37359
27930,38937
39079,30467
13014,33084
42927,13002
21957,35679
31760,13744
21190,31270
42085,22057
17887,15846
1941,15893
4932,37041
38255,453
4856,13822
36974,29314
13612,6968
43698,28231
38558,7974
32240,9175
8462,2054
23987,33614
46058,11616
11652,11964
4659,45611
21405,19485
22236,38579
20444,18015
543,38451
29367,32402
2646,34313
26076,41555
38065,16009
43661,44413
42803,31841
28076,16520
13858,17674
19300,14036
45855,7331
29661,107
36287,40920
32812,41241
37124,34215
22303,16107
17041,30904
42339,23236
41840,28454
7363,12999
16067,33738
42305,40876
27216,10312
32730,40127
28431,40500
26066,4164
20877,43351
18728,30026
19096,36254
21197,19414
17779,29013
23549,14560
31768,16685
4871,38309
10234,45847
1157,36587
9505,1617
23085,22365
47137,46222
22103,39109
32111,12217
17628,7928
9752,10110
536,46978
3679,14910
45035,26359
43018,14135
37404,1326
26420,2746
12362,38805
7818,13742
40678,38626
21859,12131
3503,41276
18809,43634
8307,8815
3551,9663
17427,5239
34671,12143
45560,41122
39107,33181
25210,16474
5000,33791
10951,25475
31872,4250
32785,21116
39206,19646
16775,10655
7066,10295
20174,33001
19737,33674
1754,44737
33846,41297
43617,3676
45259,32047
14747,9182
29714,27192
4933,39486
31908,39177
27386,15919
20066,24535
23065,10292
43517,44295
17171,35913
8743,7500
23389,41559
44336,22622
5062,18583
13347,30746
30140,17366
45004,3760
16934,42663
22522,45491
24741,6176
6033,13159
20097,10552
13090,8896
36514,35930
13331,38578
9134,45003
4373,26513
11144,2703
31928,16457
12379,39727
8829,13370
26499,30019
3978,16340
3119,2833
8480,32019
17524,6096
1542,34070
32704,1518
44708,33524
5661,4780
20967,47004
2363,33961
13797,7249
16516,21942
38473,12208
41311,40954
3491,31017
9201,2799
27,15505
42287,20344
11037,9488
22165,11407
35116,5613
43265,38287
39171,12938
5562,16675
29044,33772
28367,45971
32188,9830
25145,45982
37651,28304
25150,2718
35,22274
26698,46785
6574,2791
4425,9431
24266,32022
16063,16661
23935,15751
10147,30320
39310,31258
37753,26092
14365,34465
31081,44436
36713,16284
46220,29258
41140,15299
35125,28985
17279,21600
37013,33860
43211,6821
19060,21444
29815,9279
20826,38010
2215,34565
27300,43522
37504,25455
4405,12821
30350,19924
47085,37881
29750,8571
37958,17547
34558,15620
33019,28954
19148,19145
17439,13941
7640,31675
15381,9203
18835,40602
8996,29292
27704,37701
32465,39170
29222,45205
23428,45085
32818,4844
9216,4441
10803,3413
15242,46928
17879,6853
45171,15653
34426,18101
41262,27973
32214,5308
46598,1987
22068,14706
8093,32316
6431,21275
30527,24131
7163,18239
4431,7452
27948,17716
40376,18593
44445,12622
37870,4698
26942,38786
41013,13732
29176,3196
38326,43681
42468,1765
6187,26675
34121,42032
9895,26264
39294,44815
37984,34856
32864,29832
27907,7302
26938,45869
18073,46914
35626,34522
45310,38649
21637,17827
4590,28499
14129,32589
22690,27454
3902,38030
27976,33693
21582,25069
35456,10340
5556,7435
43083,14015
46698,3344
39784,21035
13526,26774
35369,28124
11378,44417
3623,20913
21887,41505
4955,44732
19825,7288
10909,28204
17073,17261
10758,39679
13694,9776
31860,44984
40953,6755
16985,31063
2907,31740
9715,6232
18540,41260
18725,14590
17595,38370
45342,1314
24694,32552
20190,39555
16228,35787
42376,32469
6873,3144
23776,36616
42995,38985
40544,35223
29,46517
17414,42012
28233,22588
11284,30293
31460,44471
46579,32206
35490,27541
43151,33440
43730,10617
20372,17271
25133,30485
5708,29383
42881,31692
26662,7817
7317,20850
20335,43404
40137,30513
33022,24969
3459,9265
1436,30880
45804,43959
41142,11176
27797,24096
847,1587
12148,39382
17631,44392
30946,25347
43160,14019
3881,35946
46704,24739
6840,10083
8335,28026
25361,46732
37644,45761
33560,19317
26480,3804
1055,16816
35894,12532
7945,22362
46112,33445
16423,41859
46420,13428
896,26531
20672,33103
38398,36396
38393,14072
25383,5261
42910,8941
10316,33003
43279,34224
29250,27562
44168,44544
14672,23046
27816,14939
2896,20344
17235,8865
22443,1438
22627,37940
42528,29567
18682,15306
46447,28416
38834,12697
12280,7155
26727,39608
25780,24147
45369,10165
10842,23664
38000,6093
7063,29559
28977,24174
18821,1372
38123,33987
27328,18223
2050,15119
36364,20039
37494,44479
30727,13801
14167,38627
14849,33021
41316,34724
44993,27683
31667,2604
21047,16340
42764,9444
40157,21753
45271,38631
36223,41614
27903,13103
24644,37831
44565,44940
12748,8345
931,42033
33118,28218
19204,21272
22789,41437
32264,13218
29509,13610
25342,31917
34048,46681
2826,32627
4519,19338
5667,9886
15396,7710
31467,31292
10135,39780
149,34694
43318,46538
24085,21606
15014,4178
9445,45109
43819,22244
46739,17241
33573,22114
14126,38457
40780,18648
10429,44206
4072,35949
46913,21307
27518,23591
38629,41974
43074,17500
42140,32357
12805,14145
30646,2304
18099,3404
4211,42776
25405,29312
23230,29674
4809,43846
15055,20119
25508,25047
33406,11323
21396,2733
23910,10514
26578,16513
9789,8048
11661,15580
46451,327
5750,4581
41802,18076
31695,5883
13122,26245
27984,5684
2737,12093
44713,29687
9383,1492
20018,1192
37884,33055
31866,17254
29742,2044
13820,30483
13527,11480
11104,10778
14749,45070
40493,20598
24938,10316
36722,23321
37234,18339
36642,32748
32568,16890
8512,2942
19260,24105
16693,5094
45102,30788
7280,29914
22153,42457
23724,14540
25569,8595
22122,20480
5036,36633
16032,17524
42397,34501
1411,27778
45324,35817
12274,16982
17746,42604
30145,13659
17060,21474
24150,46309
31731,248
14507,34213
13028,46092
41473,2707
20197,44506
13042,10165
6582,1592
2310,24995
14114,43358
10869,7056
8866,44543
9656,41386
43907,28180
36180,12524
41252,15274
5140,20109
19301,30816
46507,3960
6626,1703
46858,3327
11899,45807
14853,19838
6888,39156
41546,3629
7815,46130
18910,37251
44749,22550
41169,9788
41344,15253
35048,46418
18591,36371
12385,4918
4277,11172
20474,13622
1578,10600
16977,5880
16690,12226
24078,29500
11057,37540
6552,24977
38694,41958
37976,2648
749,45124
15826,32736
4133,10300
3568,37374
1690,26150
43134,33600
25755,2799
38704,27459
27583,43811
20439,11311
12621,4942
45855,11818
551,21026
2471,36708
40316,6452
11365,41336
20528,31287
1081,27639
25268,42936
379,39792
19719,20057
38183,28799
42414,39036
9340,46261
18930,6459
13361,323
33314,11847
28351,19414
26661,2913
42959,9068
40097,30663
14056,2020
6423,5459
6984,40350
2477,3050
27752,31471
44726,25997
38240,16039
1710,44216
26089,9139
37604,20707
3183,37108
34058,7507
34908,8012
39570,33771
17289,24662
6780,31301
11576,20465
41431,24222
37783,39323
18797,24923
26636,46921
10758,2932
45175,8289
18790,5554
3746,22909
40615,28980
33854,34917
34888,26619
286,29456
40472,43842
38581,36576
39304,17769
34619,32301
23118,22687
5260,10437
32977,22738
1549,25271
18880,18501
45274,1979
44712,41619
30242,12038
4200,26154
25016,44856
10136,22822
6943,12062
33189,13527
38976,19364
7812,27255
5623,43182
47040,20944
26465,41479
5091,39961
21412,19900
34073,28608
17675,26829
46007,38585
10590,11637
31679,42211
31537,35878
31026,41212
34156,11008
37133,21465
29833,43625
35807,38292
5289,31180
28450,13248
41342,6673
23932,20435
34395,23798
44680,44022
41896,45146
37578,9905
15227,30216
34339,37240
17823,4406
30272,18800
20912,40164
30194,2895
10119,11548
28756,37253
13194,30744
7013,297
15252,43950
29388,19743
24780,38560
18216,12999
9787,29389
2620,7524
34838,18925
9328,20321
46949,17381
20155,35162
11995,29128
29002,5167
43760,5797
28405,32600
15891,30621
40273,14793
5027,22409
4253,34978
10171,37314
36399,17569
40702,7262
32009,1506
31200,19360
36173,33084
21278,20046
18411,46284
28446,40975
8240,42525
14796,22429
17921,12545
32779,21658
32367,3250
31027,7174
25303,27609
47167,14200
13686,17965
33195,4654
29951,30145
31276,26412
433,1850
43563,44
40360,42481
31750,25270
41343,7618
17657,16364
40489,24206
5815,924
11732,3237
28868,46451
4106,34884
21545,19348
7429,36640
28301,23758
6948,18285
44491,651
28304,32684
15325,33002
8334,43080
24818,17701
42494,23321
3348,2259
664,27283
23700,14978
31543,25671
38729,19164
18295,27692
370,6042
43089,8073
4896,20343
10787,40089
11968,20586
14941,20310
28858,15980
2001,21837
36171,35856
30306,17559
37097,15090
41987,5932
24926,20775
40905,16131
37457,1025
277,1580
31614,17442
11990,12587
34759,33589
32869,4838
18987,17895
27312,1984
30567,30371
18776,28305
30889,6997
40470,35084
44713,44233
732,6067
16747,18510
2498,6001
40338,17420
42390,45159
8043,14043
39674,40347
30380,21530
18484,24801
22885,10199
33831,9809
39865,5287
32846,13361
35530,42012
26575,45990
3196,32208
31288,26485
41557,42937
41085,44214
35484,8526
14380,17263
38709,30626
32210,23629
25755,8390
34093,11478
21584,20079
27803,32959
22436,38398
26553,38186
45367,38261
5551,8073
1661,12795
33690,33398
20207,33973
34345,13951
46696,14306
37218,6127
41873,9504
31860,34646
8829,21061
10404,31936
29836,40423
8201,36873
20547,4690
27699,7108
37421,6869
36396,16835
45629,24670
5253,15339
11593,6527
42756,35285
24669,19808
23046,21236
13951,2840
45564,1033
29147,12747
19797,43698
8220,14648
22600,23064
45330,32418
43670,39757
40486,14002
39982,10262
2745,10631
6479,1329
43882,44905
46461,1296
5963,32168
33848,27185
18792,42918
16587,43121
28848,26816
33891,6877
21810,13839
33266,14865
33351,10615
14335,18583
28659,29599
38119,14640
29006,9418
20102,9007
23107,19436
14207,18950
19388,42939
30677,33592
28817,28168
16950,7242
2511,24780
10309,22715
34575,11930
22466,43430
7702,45598
4767,40133
3457,7665
25499,23659
24402,18082
1467,37510
24168,33185
31222,26869
6296,2895
33374,3266
7528,26659
22585,32393
28373,12507
46476,31814
34050,30274
8206,28488
8700,41819
26631,46284
1732,29104
12099,29426
16685,1029
23317,6196
46869,13861
31539,27569
41356,217
1945,28999
25745,31824
21753,13873
14709,39132
41782,12414
24743,25109
42926,17263
31785,45633
11624,39316
28052,22607
9517,31505
18864,14681
18925,32564
16098,19301
7731,46494
40584,44679
7557,23667
8003,15064
35023,46589
33732,23107
15317,4013
31523,16012
25585,44036
7769,2010
17657,44052
45973,32661
7114,22592
7472,26440
41123,39272
44851,22856
20639,6150
36973,8912
46934,29865
29713,24316
1136,34951
1139,19086
29269,31132
5842,34453
16882,35622
9905,42336
24763,46265
40181,6237
44529,14043
5568,4904
12884,32464
4985,22800
18421,34686
46168,3402
10267,38369
39500,12254
14331,11377
19083,40337
45879,8669
12838,10991
45634,10130
10715,14011
31659,40118
14213,28166
17959,42940
40097,43177
15489,30336
7353,19068
23432,31699
30280,8228
24533,12963
35522,34710
3529,18929
26924,29904
35209,17716
35443,33519
6935,15537
5749,26595
3501,46259
4726,43439
40372,21968
41596,24847
38652,34440
37285,21220
44304,15703
6224,2542
4728,9175
643,39148
12940,1709
3228,13631
12818,40207
21783,9414
14796,32295
5616,29099
40460,37080
42526,7847
13428,21946
25780,39491
24969,38109
41140,9406
12433,24189
40703,43003
9015,4858
36850,40774
38749,5226
37897,43430
38238,43024
17639,28739
6263,7608
20681,12516
26338,41782
21507,25634
41662,2727
10388,14459
33759,28946
14577,38818
10311,6414
37112,18914
19280,39813
38604,25233
41315,43594
12463,28980
8492,38890
3131,41880
15655,26679
25507,4508
15762,4512
3492,8854
3393,11035
7373,7219
5681,20890
6432,25559
4526,28310
28828,1407
8575,22291
23380,18384
12934,41770
12643,8938
9518,14090
27342,42610
24831,25869
2567,17483
24026,18339
34070,887
4423,13087
44219,2330
17910,4741
34461,9037
22359,41251
27273,18330
31476,42652
40870,36090
40995,8095
35428,10022
2246,45598
43412,38665
13027,26234
42939,28856
40496,10275
27883,10475
40216,46899
10213,22952
30876,33250
5166,3467
12238,35760
18610,5729
3482,41188
8073,6817
13201,16426
38558,34710
45352,32295
45002,28506
28750,31440
39403,46518
5625,14017
1265,24234
44973,21125
34981,39707
3227,39636
43565,25577
23988,33543
43434,14334
42191,35680
30434,21580
20916,30855
11016,2032
46419,9114
9775,17701
3607,23208
12009,35416
46149,31884
29599,37604
46649,13835
16767,25509
28810,35395
35324,35615
37018,18824
21772,12621
33540,24799
2451,42925
26787,22416
2210,30907
32061,42608
16027,1224
42986,23457
28317,11362
9128,11664
14642,1955
10222,37218
46304,26627
9866,19319
17974,29402
20678,21329
45194,5381
37037,16483
19034,14587
36183,42918
34914,12544
18476,37022
6874,47078
38220,37386
35169,34568
41534,21090
32817,15840
24331,35130
18641,16253
7589,1119
35144,13179
23588,39332
34956,30378
43399,11548
326,24345
39573,16765
558,24735
39234,8523
27438,18530
35148,1842
9259,30796
15678,35393
39168,41776
33075,23826
42587,39945
34405,6992
16569,7657
11967,33996
43436,17001
41698,31585
28518,29919
20771,2237
43341,15204
29042,19821
35451,34396
23823,16595
46991,10991
35148,36400
46325,12287
22016,36467
20727,15622
19821,22458
44815,38290
15809,25615
7848,23517
16000,19984
43022,18118
33967,16228
32522,14546
12802,3566
8056,23037
608,34212
38080,38946
46451,22124
1482,27849
1621,4915
10894,14048
40315,18542
5188,43925
17473,166
9037,36585
40813,6276
26387,33614
6228,952
39764,6285
15896,13964
9848,27344
5270,9780
47135,36362
43493,21220
41104,40363
35076,29183
11766,16623
32442,26623
30812,5083
25619,27744
29814,23899
11172,31300
8712,20966
1379,15982
35860,11615
34294,46425
9000,16960
7348,31040
43598,35790
29921,36908
20245,36007
6133,16382
556,2161
25611,38322
43752,32839
45814,10014
2313,23752
18219,31159
457,6791
34394,5478
35736,13713
15759,28131
33574,1782
29978,25074
29590,23447
3623,606
10334,31834
12565,27659
3754,16960
45810,19020
35370,30709
44432,5307
8994,12650
41395,44658
37205,15119
26021,26337
17227,33992
10398,1411
4955,44272
27848,12815
5501,41213
43621,40588
32720,13803
39913,38328
42046,27324
11019,1326
1810,15868
29571,8320
17821,29680
38880,18537
33150,39867
23341,24632
10095,40274
47159,14872
16767,4514
10003,43892
16918,30849
21815,31901
37132,41379
5394,40743
737,1711
34649,40025
20458,68
23199,2096
24682,25926
11370,14909
11483,41514
46509,34496
41488,46492
1710,22614
18537,3978
33254,39411
21220,28110
21532,39227
16205,6181
17761,47165
29042,20552
20299,5343
44050,40290
4458,16871
27905,42535
47057,19018
3776,36340
7398,38588
3894,430
13148,32672
15963,25766
44740,5606
14434,30035
37902,7531
32455,41963
19762,13122
41963,34254
37815,29623
24520,34984
6235,27769
4145,25049
25892,45815
32985,31026
130,1801
27030,13858
39705,17754
19353,37245
6061,23207
38363,27995
30407,21683
24148,4985
40746,6244
26010,13736
41974,22749
23561,21
25351,24873
36793,18181
33828,19406
4169,16262
44933,7386
810,36586
32920,25754
19448,26749
11921,45993
20871,25764
3334,45246
3841,5426
25058,38100
31765,5402
20222,1100
14978,28311
4130,18190
43434,40470
1880,15720
21666,20174
4038,29155
17014,28789
42119,21987
44179,21420
14803,25656
14205,16837
20407,32271
31619,20312
29471,47083
20096,39401
44052,42050
37395,14517
13973,46267
29520,17697
44545,8857
30727,22026
4354,28612
45545,6360
17595,29107
23109,23236
40189,20788
841,11595
32863,8194
20497,18152
34279,18911
46178,27358
46583,2599
45852,10272
30123,13928
28651,38546
5790,26907
25780,9256
19841,44112
25567,37339
9184,35444
41724,4941
2020,41854
34541,28010
38494,5637
45794,38155
22739,24104
36569,8993
27906,12709
13948,20736
27239,7953
42479,6645
11381,27753
8000,17558
28959,31797
29658,2366
11206,14670
16990,46910
34074,31869
11604,23929
33743,31244
563,2785
10772,38806
29011,20189
14571,3953
31283,15400
43235,15712
10981,7113
23586,34285
25657,7518
36238,33802
16433,19645
18455,35173
15989,8197
37941,31017
32123,21237
872,33252
12915,37362
31606,32102
19197,37236
18419,27901
4672,16275
41753,1517
7626,26138
22644,10197
21162,30793
27373,31403
36169,18174
15587,32926
3945,7069
3350,4571
7350,42837
30960,39758
921,9542
2682,31476
33705,37616
24280,25055
33534,39302
8304,41618
7630,10833
1602,37320
22417,42022
28329,27137
40034,3264
26811,13214
40480,30937
8851,38448
17626,7384
21548,39029
23454,12038
11675,11352
38185,14497
28928,15431
35206,8441
10435,31197
15448,7076
3368,11442
37619,38304
36263,7000
29416,35110
38914,8894
20633,40514
9716,9853
12572,41702
37138,8591
16122,17379
2018,42130
28052,41664
42020,31883
15009,11355
40744,1411
43604,18185
20935,34321
38790,36263
20819,35713
43579,41885
23096,7091
27820,38740
20632,24671
4615,27454
41546,19088
42085,34616
41686,35795
23816,32296
45026,42995
1210,31497
21521,4914
36551,104
7769,12190
41856,36879
13902,3731
41168,6188
18383,10424
6962,19355
19445,4788
42764,41518
33284,21834
18104,1402
22406,26233
30450,8830
14087,12069
9626,37984
19874,33691
733,9279
5384,4659
27544,28692
10468,32337
27489,8176
31227,7928
40982,35739
40642,9910
12110,16308
11824,16376
10949,21722
25425,37851
2050,1643
19586,36828
2810,41210
37146,36973
24625,8894
17508,321
2350,46367
35233,17275
21273,37633
41859,34313
999,38989
44272,41642
41018,41942
9130,46946
10914,44868
26263,31800
30898,27791
8850,11323
3737,13678
6047,11115
37566,31610
14341,29516
2561,9687
37911,6550
7633,47174
29615,25208
26938,18146
19722,5437
28400,12757
33817,40930
44851,42858
12705,39805
3056,23
19123,47089
21251,40311
24480,22632
11599,4107
45830,12996
2344,21538
18318,38470
18719,12067
46377,20772
25654,30903
45644,4764
34501,15586
33956,16278
34422,36447
32285,17689
39387,12842
32990,23315
16846,16065
35230,11027
13205,24978
21624,38851
37660,10458
43399,15580
46336,30265
21694,31455
23108,32824
4999,9518
44472,11395
1325,45668
455,24396
5813,17038
6991,32784
20122,18987
45347,20052
25342,40200
31997,5286
43247,30245
38407,19924
36500,25933
43802,41372
27648,44664
27219,21343
18896,39669
28777,7973
47181,41262
39159,21922
17937,8351
45660,6743
5268,28704
13510,39943
1410,33522
36554,24431
39745,7239
41884,12512
39765,40514
9660,43473
43342,11113
35529,20566
4463,13154
2058,7422
17225,334
1512,14560
24454,33366
8521,2767
20186,40735
39784,27353
38647,8380
22755,2245
3556,37837
3398,5467
3512,489
33775,1212
34951,28781
11344,10053
4982,13334
5776,3172
1022,11049
24192,28592
25234,44468
5589,37018
41420,39368
12642,44571
20842,1448
46041,14531
12214,35229
35189,46207
13631,18484
29749,43410
11717,43471
33153,30224
25584,43802
12361,28811
10397,42181
43011,1447
7310,3661
45559,33602
32942,42167
21543,1267
6615,7796
41260,21787
10803,1828
14084,20870
21317,14055
648,33398
17473,19025
6074,989
28898,23335
29897,262
15158,45697
16666,11747
17370,10050
7947,9899
31373,44304
29847,40569
7332,24355
5491,10431
1383,24557
46499,20270
7630,28067
46024,33250
32696,25808
656,35841
16809,43928
27014,42750
24565,24125
111,30178
30506,23801
13352,15042
9290,38712
7399,44791
38141,39028
32081,42767
10989,31612
18082,12478
19970,37450
11888,44030
30561,17771
3706,38609
34474,11503
40056,13167
31869,15355
6250,12244
43658,5539
16668,45093
30675,9496
35891,22268
36170,21292
42074,8983
17352,7261
4187,9931
10417,38189
9841,45033
27601,9716
31273,31385
27585,10940
11187,30498
31797,18620
16334,43870
19702,35176
22212,39604
9713,9640
27041,11655
14266,28771
9333,32228
20965,23279
34321,27118
40409,17796
10654,20716
37992,38370
20211,39479
28870,29028
30286,17719
28297,41093
34211,17317
4772,2868
31860,9356
45762,669
45405,26627
7275,24502
10850,8579
19018,27244
23172,29212
5566,37824
15086,43204
15080,19217
16074,10894
22352,38509
38385,41769
10566,28834
5377,2189
28688,7017
499,9125
26126,29965
25335,4901
6358,42779
32436,31282
29011,19920
9231,40738
22463,18380
27269,15248
30422,19729
24866,29483
26459,7132
38483,8490
31997,37126
34180,32569
1072,41716
27396,23497
23454,15469
43859,38202
19546,30145
1181,8851
34567,18399
38647,42165
41445,6350
39865,2060
14845,44359
43105,9332
24226,8960
44945,19006
28925,43674
4431,20417
21473,30934
26064,38465
33252,46017
38430,23929
18975,15826
18411,46768
17108,2823
35034,16207
40493,2477
9250,16966
16128,39126
16898,30213
12175,24184
1895,42715
34210,12131
27405,4708
44264,3895
43106,34372
37810,19912
27363,21230
34998,6241
40137,18012
21093,25776
44548,359
36435,1740
7547,2696
16228,13947
23584,31593
34250,3649
1412,23120
39019,22548
31261,36981
38201,20881
33749,21403
9169,12182
41254,2353
35981,36789
7703,20465
35790,30657
15576,37760
15209,19656
32465,20325
26151,42150
6514,334
23078,35245
6999,18885
46814,33185
35631,27439
27262,14243
7967,24261
20887,22668
9203,13829
45794,35966
13039,22518
25093,24164
45977,32238
10783,3736
30479,20843
11269,43865
38218,6008
29519,30675
43932,32957
12507,46851
21631,15938
17524,25290
13623,42979
28419,32851
4856,8927
43312,36633
27081,44099
8774,3618
22696,8148
8828,8134
42616,23301
29913,4630
45263,44619
3862,24086
25267,40595
15262,28373
19000,28808
11487,40745
46419,27557
23004,30967
6630,41090
2126,4945
41279,4775
36592,43725
1638,23315
6660,7183
14732,16258
33423,29685
23117,35736
31428,46330
17462,29390
35263,30489
9030,38032
30041,23155
3229,10927
34024,30095
35568,33986
16187,32205
25204,15440
39142,21657
26820,12261
31450,12045
5458,8047
34049,42786
23648,2550
23333,12695
1066,6894
9784,41447
39784,40560
7933,11236
33012,42380
24905,32875
32977,3245
39058,217
23104,45161
31142,31804
13088,2021
15512,18037
30123,22058
24061,16986
14889,42859
31334,33057
1906,4954
16678,35315
41543,3126
21536,38324
43203,24801
39274,27515
8341,34586
10605,40401
3778,25829
6408,18776
6123,28445
29057,27150
234,38870
38154,8575
16501,13866
25247,31469
28722,14964
40971,40603
45772,24821
31433,7501
862,43942
21322,31487
34119,39074
24485,5846
30764,5056
20070,1833
29177,24429
588,1477
30557,6850
43582,43732
10398,43067
18701,3875
9836,24563
11882,1268
20534,26467
7688,44896
38500,15938
20043,42205
5727,42606
21620,24967
45309,28373
6822,18324
3959,45421
5442,39957
3388,45807
2827,26396
41094,32517
38901,42257
7179,32484
23221,30728
31184,20507
8043,39182
3907,42385
2431,299
31133,28232
36982,8646
7759,21135
18920,1804
5522,33882
20344,32769
37863,20769
40716,17028
41873,34396
41385,40607
38853,26951
1865,18376
24540,1040
38690,35122
38177,5947
10805,38190
15709,13166
6123,1188
31406,17907
24209,40355
1675,27683
33406,43788
4337,12325
7728,7355
6860,37762
34334,26181
17559,9723
7604,46416
9022,8950
39616,35101
5422,33230
3158,34598
30317,29529
4035,30500
26697,31659
11372,22026
8930,31312
7121,37146
39961,4996
17585,40471
11008,21
18053,4135
38862,35366
785,5592
36214,3039
21810,31744
16997,45596
10603,20547
17792,34075
14146,2254
3686,41659
7305,16376
21667,19106
21966,8864
44477,32520
4323,5117
34768,13250
9684,7454
1386,9677
36152,19973
19817,9439
27761,37123
